date,VWC5,EV24,FG,Q,rd,SQ,TN,TX,UG,LAI,Crop,BOFEK,VWC5_lag,VWC5_lag3,VWC5_lag40,EV24_lag,FG_lag,Q_lag,rd_lag,SQ_lag,TN_lag,TX_lag,UG_lag,LAI_lag,DOY,year,date_encoded,VWC5_lag_imputed,VWC5_lag3_imputed,VWC5_lag40_imputed,rd_imputed,rd_lag_imputed
2017-08-31,0.2617,1.97,218.3,12.05,0.4,4.88,10.45,19.73,84.08,2.3,potato,317,0.1625,0.1435,0.2457,1.59,232.88,9.02,16.9,0.83,14.4,24.16,88.92,2.4,243,2017,608,0.1625,0.1435,0.2457,0.4,16.9
2017-09-01,0.2454,2.25,119.04,13.59,4.3,5.97,9.49,20.31,81.94,2.2,potato,317,0.2617,0.1371,0.2918,1.97,218.3,12.05,0.4,4.88,10.45,19.73,84.08,2.3,244,2017,609,0.2617,0.1371,0.2918,4.3,0.4
2017-09-02,0.239,2.59,141.23,16.02,0.0,8.08,8.09,20.14,78.89,2.1,potato,317,0.2454,0.1625,0.3063,2.25,119.04,13.59,4.3,5.97,9.49,20.31,81.94,2.2,245,2017,610,0.2454,0.1625,0.3063,0.0,4.3
2017-09-03,0.2298,2.64,104.82,16.42,0.0,8.79,6.55,20.75,77.93,2.0,potato,317,0.239,0.2617,0.3055,2.59,141.23,16.02,0.0,8.08,8.09,20.14,78.89,2.1,246,2017,611,0.239,0.2617,0.3055,0.0,0.0
2017-09-04,0.2172,2.38,195.8,14.25,0.0,5.4,8.96,22.48,77.26,1.9,potato,317,0.2298,0.2454,0.2912,2.64,104.82,16.42,0.0,8.79,6.55,20.75,77.93,2.0,247,2017,612,0.2298,0.2454,0.2912,0.0,0.0
2017-09-05,0.2024,1.69,222.31,9.33,6.4,2.1,15.97,23.58,83.61,1.8,potato,317,0.2172,0.239,0.2693,2.38,195.8,14.25,0.0,5.4,8.96,22.48,77.26,1.9,248,2017,613,0.2172,0.239,0.2693,6.4,0.0
2017-09-06,0.1998,1.7,379.93,10.11,0.3,3.4,12.86,19.76,79.51,1.7,potato,317,0.2024,0.2298,0.2609,1.69,222.31,9.33,6.4,2.1,15.97,23.58,83.61,1.8,249,2017,614,0.2024,0.2298,0.2609,0.3,6.4
2017-09-07,0.2003,1.6,328.12,9.4,0.5,2.72,11.53,18.81,79.33,1.5625,potato,317,0.1998,0.2172,0.2581,1.7,379.93,10.11,0.3,3.4,12.86,19.76,79.51,1.7,250,2017,615,0.1998,0.2172,0.2581,0.5,0.3
2017-09-08,0.1957,0.49,493.37,2.82,10.7,0.0,13.75,16.01,90.67,1.425,potato,317,0.2003,0.2024,0.2525,1.6,328.12,9.4,0.5,2.72,11.53,18.81,79.33,1.5625,251,2017,616,0.2003,0.2024,0.2525,10.7,0.5
2017-09-09,0.1983,1.65,266.25,10.47,1.4,4.02,9.29,17.93,89.7,1.2875,potato,317,0.1957,0.1998,0.2462,0.49,493.37,2.82,10.7,0.0,13.75,16.01,90.67,1.425,252,2017,617,0.1957,0.1998,0.2462,1.4,10.7
2017-09-10,0.2004,2.24,455.17,14.06,1.2,8.21,7.8,18.28,80.3,1.15,potato,317,0.1983,0.2003,0.2388,1.65,266.25,10.47,1.4,4.02,9.29,17.93,89.7,1.2875,253,2017,618,0.1983,0.2003,0.2388,1.2,1.4
2017-09-11,0.1945,1.8,617.47,10.95,2.9,5.72,12.41,18.57,78.48,1.0125,potato,317,0.2004,0.1957,0.2322,2.24,455.17,14.06,1.2,8.21,7.8,18.28,80.3,1.15,254,2017,619,0.2004,0.1957,0.2322,2.9,1.2
2017-09-12,0.1848,2.26,452.86,13.97,8.7,8.92,11.47,18.05,79.56,0.875,potato,317,0.1945,0.1983,0.2308,1.8,617.47,10.95,2.9,5.72,12.41,18.57,78.48,1.0125,255,2017,620,0.1945,0.1983,0.2308,8.7,2.9
2017-09-13,0.1942,1.96,688.71,12.14,12.7,5.92,11.1,18.78,78.4,0.7375,potato,317,0.1848,0.2004,0.2264,2.26,452.86,13.97,8.7,8.92,11.47,18.05,79.56,0.875,256,2017,621,0.1848,0.2004,0.2264,12.7,8.7
2017-09-14,0.2644,1.15,467.11,7.77,14.8,2.3,9.17,14.5,91.16,0.6,potato,317,0.1942,0.1945,0.2198,1.96,688.71,12.14,12.7,5.92,11.1,18.78,78.4,0.7375,257,2017,622,0.1942,0.1945,0.2198,14.8,12.7
2017-09-15,0.2908,1.69,285.59,11.24,1.8,5.28,7.36,16.18,88.85,0.8125,potato,317,0.2644,0.1848,0.2194,1.15,467.11,7.77,14.8,2.3,9.17,14.5,91.16,0.6,258,2017,623,0.2644,0.1848,0.2194,1.8,14.8
2017-09-16,0.2759,1.57,201.21,10.52,0.0,4.87,6.99,15.19,88.85,1.025,potato,317,0.2908,0.1942,0.2097,1.69,285.59,11.24,1.8,5.28,7.36,16.18,88.85,0.8125,259,2017,624,0.2908,0.1942,0.2097,0.0,1.8
2017-09-17,0.2604,2.07,120.88,13.77,1.8,7.48,5.24,17.02,85.02,1.2375,potato,317,0.2759,0.2644,0.2019,1.57,201.21,10.52,0.0,4.87,6.99,15.19,88.85,1.025,260,2017,625,0.2759,0.2644,0.2019,1.8,0.0
2017-09-18,0.2783,1.17,228.85,7.74,11.4,2.4,7.92,15.6,92.23,1.45,potato,317,0.2604,0.2908,0.2047,2.07,120.88,13.77,1.8,7.48,5.24,17.02,85.02,1.2375,261,2017,626,0.2604,0.2908,0.2047,11.4,1.8
2017-09-19,0.2885,1.31,148.19,8.53,0.0,3.22,8.11,16.16,91.66,1.6625,potato,317,0.2783,0.2759,0.2029,1.17,228.85,7.74,11.4,2.4,7.92,15.6,92.23,1.45,262,2017,627,0.2783,0.2759,0.2029,0.0,11.4
2017-09-20,0.2664,1.66,217.86,10.75,0.0,4.86,8.08,17.51,85.2,1.875,potato,317,0.2885,0.2604,0.2661,1.31,148.19,8.53,0.0,3.22,8.11,16.16,91.66,1.6625,263,2017,628,0.2885,0.2604,0.2661,0.0,0.0
2017-09-21,0.2537,2.13,178.94,13.59,0.0,10.12,8.09,18.95,80.06,2.0875,potato,317,0.2664,0.2783,0.2749,1.66,217.86,10.75,0.0,4.86,8.08,17.51,85.2,1.875,264,2017,629,0.2664,0.2783,0.2749,0.0,0.0
2017-09-22,0.2461,1.63,119.72,10.29,0.4,4.32,6.25,20.01,85.64,2.3,potato,317,0.2537,0.2885,0.2708,2.13,178.94,13.59,0.0,10.12,8.09,18.95,80.06,2.0875,265,2017,630,0.2537,0.2885,0.2708,0.4,0.0
2017-09-23,0.2416,2.04,85.12,13.35,0.0,7.5,5.8,18.34,85.41,2.05,potato,317,0.2461,0.2664,0.253,1.63,119.72,10.29,0.4,4.32,6.25,20.01,85.64,2.3,266,2017,631,0.2461,0.2664,0.253,0.0,0.4
2017-09-24,0.237,2.1,149.7,13.32,0.0,8.6,5.55,19.91,86.05,1.8,potato,317,0.2416,0.2537,0.2444,2.04,85.12,13.35,0.0,7.5,5.8,18.34,85.41,2.05,267,2017,632,0.2416,0.2537,0.2444,0.0,0.0
2017-09-25,0.2324,1.45,193.55,9.07,0.0,3.1,8.61,18.84,88.91,1.55,potato,317,0.237,0.2461,0.2503,2.1,149.7,13.32,0.0,8.6,5.55,19.91,86.05,1.8,268,2017,633,0.237,0.2461,0.2503,0.0,0.0
2017-09-26,0.2284,1.34,184.44,8.38,0.0,3.19,9.11,18.25,92.39,1.3,potato,317,0.2324,0.2416,0.2405,1.45,193.55,9.07,0.0,3.1,8.61,18.84,88.91,1.55,269,2017,634,0.2324,0.2416,0.2405,0.0,0.0
2017-09-27,0.2239,1.99,178.36,12.03,1.6,7.34,7.7,21.28,82.89,1.05,potato,317,0.2284,0.237,0.2461,1.34,184.44,8.38,0.0,3.19,9.11,18.25,92.39,1.3,270,2017,635,0.2284,0.237,0.2461,1.6,0.0
2017-09-28,0.2191,1.26,184.44,7.18,2.0,2.19,12.6,20.73,89.73,0.8,potato,317,0.2239,0.2324,0.2782,1.99,178.36,12.03,1.6,7.34,7.7,21.28,82.89,1.05,271,2017,636,0.2239,0.2324,0.2782,2.0,1.6
2017-09-29,0.2204,1.88,202.75,10.65,10.9,5.54,13.18,23.22,87.83,0.55,potato,317,0.2191,0.2284,0.2553,1.26,184.44,7.18,2.0,2.19,12.6,20.73,89.73,0.8,272,2017,637,0.2191,0.2284,0.2553,10.9,2.0
2017-09-30,0.3072,0.44,156.81,2.86,8.1,0.77,8.44,16.26,96.13,0.3,potato,317,0.2204,0.2239,0.2374,1.88,202.75,10.65,10.9,5.54,13.18,23.22,87.83,0.55,273,2017,638,0.2204,0.2239,0.2374,8.1,10.9
2017-10-01,0.2927,1.56,379.71,9.62,0.6,4.71,8.82,18.64,77.74,0.5625,potato,317,0.3072,0.2191,0.2157,0.44,156.81,2.86,8.1,0.77,8.44,16.26,96.13,0.3,274,2017,639,0.3072,0.2191,0.2157,0.6,8.1
2017-10-02,0.27,1.36,506.42,8.18,1.7,3.82,12.68,18.97,78.32,0.825,potato,317,0.2927,0.2204,0.1925,1.56,379.71,9.62,0.6,4.71,8.82,18.64,77.74,0.5625,275,2017,640,0.2927,0.2204,0.1925,1.7,0.6
2017-10-03,0.2593,1.54,347.04,9.79,0.4,6.78,10.32,16.05,81.09,1.0875,potato,317,0.27,0.3072,0.1795,1.36,506.42,8.18,1.7,3.82,12.68,18.97,78.32,0.825,276,2017,641,0.27,0.3072,0.1795,0.4,1.7
2017-10-04,0.2532,0.94,450.57,5.99,8.7,0.88,9.83,14.57,76.83,1.35,potato,317,0.2593,0.2927,0.1711,1.54,347.04,9.79,0.4,6.78,10.32,16.05,81.09,1.0875,277,2017,642,0.2593,0.2927,0.1711,8.7,0.4
2017-10-05,0.2827,1.18,535.16,7.57,2.9,5.09,7.12,15.62,83.61,1.6125,potato,317,0.2532,0.27,0.1622,0.94,450.57,5.99,8.7,0.88,9.83,14.57,76.83,1.35,278,2017,643,0.2532,0.27,0.1622,2.9,8.7
2017-10-06,0.2851,1.42,331.41,9.37,2.5,5.98,6.78,14.8,86.46,1.875,potato,317,0.2827,0.2593,0.1528,1.18,535.16,7.57,2.9,5.09,7.12,15.62,83.61,1.6125,279,2017,644,0.2827,0.2593,0.1528,2.5,2.9
2017-10-07,0.2781,0.32,452.96,2.12,9.3,0.0,9.35,12.59,90.13,2.1375,potato,317,0.2851,0.2532,0.1435,1.42,331.41,9.37,2.5,5.98,6.78,14.8,86.46,1.875,280,2017,645,0.2851,0.2532,0.1435,9.3,2.5
2017-10-08,0.2862,0.94,196.04,6.2,0.4,3.4,6.63,14.94,89.83,2.4,potato,317,0.2781,0.2827,0.1371,0.32,452.96,2.12,9.3,0.0,9.35,12.59,90.13,2.1375,281,2017,646,0.2781,0.2827,0.1371,0.4,9.3
2017-10-09,0.2718,0.61,200.03,3.81,1.8,0.11,5.72,14.55,92.96,2.275,potato,317,0.2862,0.2851,0.1625,0.94,196.04,6.2,0.4,3.4,6.63,14.94,89.83,2.4,282,2017,647,0.2862,0.2851,0.1625,1.8,0.4
2017-10-10,0.2708,0.77,373.67,4.64,0.5,1.65,12.17,15.92,88.84,2.15,potato,317,0.2718,0.2781,0.2617,0.61,200.03,3.81,1.8,0.11,5.72,14.55,92.96,2.275,283,2017,648,0.2718,0.2781,0.2617,0.5,1.8
2017-10-11,0.2643,0.59,491.76,3.65,0.5,0.03,13.07,15.9,78.96,2.025,potato,317,0.2708,0.2862,0.2454,0.77,373.67,4.64,0.5,1.65,12.17,15.92,88.84,2.15,284,2017,649,0.2708,0.2862,0.2454,0.5,0.5
2017-10-12,0.2573,1.23,365.98,7.71,0.0,4.64,8.99,16.09,80.47,1.9,potato,317,0.2643,0.2718,0.239,0.59,491.76,3.65,0.5,0.03,13.07,15.9,78.96,2.025,285,2017,650,0.2643,0.2718,0.239,0.0,0.5
2017-10-13,0.2527,1.28,282.97,7.69,0.0,4.42,8.84,19.7,86.83,1.775,potato,317,0.2573,0.2708,0.2298,1.23,365.98,7.71,0.0,4.64,8.99,16.09,80.47,1.9,286,2017,651,0.2573,0.2708,0.2298,0.0,0.0
2017-10-14,0.2492,1.75,230.57,10.43,0.0,9.15,10.63,21.38,88.06,1.65,potato,317,0.2527,0.2643,0.2172,1.28,282.97,7.69,0.0,4.42,8.84,19.7,86.83,1.775,287,2017,652,0.2527,0.2643,0.2172,0.0,0.0
2017-10-15,0.2457,1.75,235.13,10.37,0.0,9.33,9.13,23.06,81.03,1.525,potato,317,0.2492,0.2573,0.2024,1.75,230.57,10.43,0.0,9.15,10.63,21.38,88.06,1.65,288,2017,653,0.2492,0.2573,0.2024,0.0,0.0
2017-10-16,0.2428,1.65,267.09,9.19,0.0,8.07,13.71,24.64,76.68,1.4,potato,317,0.2457,0.2527,0.1998,1.75,235.13,10.37,0.0,9.33,9.13,23.06,81.03,1.525,289,2017,654,0.2457,0.2527,0.1998,0.0,0.0
2017-10-17,0.2405,0.79,188.25,4.9,0.0,0.41,9.82,17.07,87.64,1.45,potato,317,0.2428,0.2492,0.2003,1.65,267.09,9.19,0.0,8.07,13.71,24.64,76.68,1.4,290,2017,655,0.2428,0.2492,0.2003,0.0,0.0
2017-10-18,0.2387,1.39,136.87,8.61,0.0,6.81,9.88,19.7,89.29,1.5,potato,317,0.2405,0.2457,0.1957,0.79,188.25,4.9,0.0,0.41,9.82,17.07,87.64,1.45,291,2017,656,0.2405,0.2457,0.1957,0.0,0.0
2017-10-19,0.2364,1.42,228.6,8.55,0.7,8.56,10.0,20.98,80.44,1.55,potato,317,0.2387,0.2428,0.1983,1.39,136.87,8.61,0.0,6.81,9.88,19.7,89.29,1.5,292,2017,657,0.2387,0.2428,0.1983,0.7,0.0
2017-10-20,0.2346,0.7,503.03,4.4,1.7,2.35,10.12,17.07,78.84,1.6,potato,317,0.2364,0.2405,0.2004,1.42,228.6,8.55,0.7,8.56,10.0,20.98,80.44,1.55,293,2017,658,0.2364,0.2405,0.2004,1.7,0.7
2017-10-21,0.2342,0.84,402.28,5.27,5.9,4.26,9.55,17.9,78.62,1.65,potato,317,0.2346,0.2387,0.1945,0.7,503.03,4.4,1.7,2.35,10.12,17.07,78.84,1.6,294,2017,659,0.2346,0.2387,0.1945,5.9,1.7
2017-10-22,0.2497,0.61,491.94,4.14,4.6,1.58,9.14,12.47,87.71,1.7,potato,317,0.2342,0.2364,0.1848,0.84,402.28,5.27,5.9,4.26,9.55,17.9,78.62,1.65,295,2017,660,0.2342,0.2364,0.1848,4.6,5.9
2017-10-23,0.2503,0.84,356.66,5.52,0.9,3.99,8.38,15.62,84.58,1.75,potato,317,0.2497,0.2346,0.1942,0.61,491.94,4.14,4.6,1.58,9.14,12.47,87.71,1.7,296,2017,661,0.2497,0.2346,0.1942,0.9,4.6
2017-10-24,0.246,0.3,382.45,1.84,0.2,0.0,12.56,16.61,94.87,1.8,potato,317,0.2503,0.2342,0.2644,0.84,356.66,5.52,0.9,3.99,8.38,15.62,84.58,1.75,297,2017,662,0.2503,0.2342,0.2644,0.2,0.9
2017-10-25,0.2441,0.39,351.6,2.43,0.2,0.98,10.1,16.48,90.97,1.8625,potato,317,0.246,0.2497,0.2908,0.3,382.45,1.84,0.2,0.0,12.56,16.61,94.87,1.8,298,2017,663,0.246,0.2497,0.2908,0.2,0.2
2017-10-26,0.2413,0.7,237.86,4.44,0.0,1.95,11.18,16.84,91.8,1.925,potato,317,0.2441,0.2503,0.2759,0.39,351.6,2.43,0.2,0.98,10.1,16.48,90.97,1.8625,299,2017,664,0.2441,0.2503,0.2759,0.0,0.2
2017-10-27,0.2383,1.05,285.72,7.0,0.0,7.15,8.24,14.4,80.84,1.9875,potato,317,0.2413,0.246,0.2604,0.7,237.86,4.44,0.0,1.95,11.18,16.84,91.8,1.925,300,2017,665,0.2413,0.246,0.2604,0.0,0.0
2017-10-28,0.2375,0.39,508.27,2.6,8.6,0.02,7.81,14.44,87.46,2.05,potato,317,0.2383,0.2441,0.2783,1.05,285.72,7.0,0.0,7.15,8.24,14.4,80.84,1.9875,301,2017,666,0.2383,0.2441,0.2783,8.6,0.0
2017-10-29,0.2687,0.91,486.8,6.27,0.4,6.08,5.27,14.33,76.72,2.1125,potato,317,0.2375,0.2413,0.2885,0.39,508.27,2.6,8.6,0.02,7.81,14.44,87.46,2.05,302,2017,667,0.2375,0.2413,0.2885,0.4,8.6
2017-10-30,0.2573,0.94,197.36,7.12,0.0,7.46,3.26,11.76,82.52,2.175,potato,317,0.2687,0.2383,0.2664,0.91,486.8,6.27,0.4,6.08,5.27,14.33,76.72,2.1125,303,2017,668,0.2687,0.2383,0.2664,0.0,0.4
2017-10-31,0.25,0.4,326.08,2.58,0.2,0.0,6.43,10.83,85.4,2.2375,potato,317,0.2573,0.2375,0.2537,0.94,197.36,7.12,0.0,7.46,3.26,11.76,82.52,2.175,304,2017,669,0.2573,0.2375,0.2537,0.2,0.0
2017-11-01,0.2457,0.73,314.62,4.88,0.0,3.49,9.04,13.91,81.71,2.3,potato,317,0.25,0.2687,0.2461,0.4,326.08,2.58,0.2,0.0,6.43,10.83,85.4,2.2375,305,2017,670,0.25,0.2687,0.2461,0.0,0.2
2017-11-02,0.2418,0.53,243.4,3.6,0.7,1.86,5.08,12.81,88.68,2.025,potato,317,0.2457,0.2573,0.2416,0.73,314.62,4.88,0.0,3.49,9.04,13.91,81.71,2.3,306,2017,671,0.2457,0.2573,0.2416,0.7,0.0
2017-11-03,0.2414,0.5,162.05,3.59,0.0,1.94,4.79,12.69,94.54,1.75,potato,317,0.2418,0.25,0.237,0.53,243.4,3.6,0.7,1.86,5.08,12.81,88.68,2.025,307,2017,672,0.2418,0.25,0.237,0.0,0.7
2017-11-04,0.2414,0.79,294.26,5.33,7.5,4.48,5.06,14.93,89.79,1.475,potato,317,0.2414,0.2457,0.2324,0.5,162.05,3.59,0.0,1.94,4.79,12.69,94.54,1.75,308,2017,673,0.2414,0.2457,0.2324,7.5,0.0
2017-11-05,0.2709,0.65,221.46,4.71,1.1,4.2,1.75,11.44,90.55,1.2,potato,317,0.2414,0.2418,0.2284,0.79,294.26,5.33,7.5,4.48,5.06,14.93,89.79,1.475,309,2017,674,0.2414,0.2418,0.2284,1.1,7.5
2017-11-06,0.2731,0.9,111.66,6.45,0.0,7.17,-0.75,10.66,89.38,0.925,potato,317,0.2709,0.2414,0.2239,0.65,221.46,4.71,1.1,4.2,1.75,11.44,90.55,1.2,310,2017,675,0.2709,0.2414,0.2239,0.0,1.1
2017-11-07,0.2663,0.62,114.57,5.73,0.0,6.09,-2.25,7.99,93.52,0.65,potato,317,0.2731,0.2414,0.2191,0.9,111.66,6.45,0.0,7.17,-0.75,10.66,89.38,0.925,311,2017,676,0.2731,0.2414,0.2191,0.0,0.0
2017-11-08,0.2619,0.16,148.98,1.25,0.0,0.0,4.15,7.47,95.55,0.375,potato,317,0.2663,0.2709,0.2204,0.62,114.57,5.73,0.0,6.09,-2.25,7.99,93.52,0.65,312,2017,677,0.2663,0.2709,0.2204,0.0,0.0
2017-11-09,0.2574,0.48,306.72,3.3,0.3,1.61,5.66,9.74,90.88,0.1,potato,317,0.2619,0.2731,0.3072,0.16,148.98,1.25,0.0,0.0,4.15,7.47,95.55,0.375,313,2017,678,0.2619,0.2731,0.3072,0.3,0.0
2017-11-10,0.2549,0.34,432.99,2.58,2.0,2.21,3.7,11.53,87.03,0.35,potato,317,0.2574,0.2663,0.2927,0.48,306.72,3.3,0.3,1.61,5.66,9.74,90.88,0.1,314,2017,679,0.2574,0.2663,0.2927,2.0,0.3
2017-11-11,0.2611,0.24,279.26,1.97,1.6,0.63,2.95,8.44,92.56,0.6,potato,317,0.2549,0.2619,0.27,0.34,432.99,2.58,2.0,2.21,3.7,11.53,87.03,0.35,315,2017,680,0.2549,0.2619,0.27,1.6,2.0
2017-11-12,0.2727,0.37,222.82,2.79,1.3,2.17,2.4,6.31,93.62,0.85,potato,317,0.2611,0.2574,0.2593,0.24,279.26,1.97,1.6,0.63,2.95,8.44,92.56,0.6,316,2017,681,0.2611,0.2574,0.2593,1.3,1.6
2017-11-13,0.2738,0.72,227.33,5.68,0.0,7.16,-0.11,9.89,87.94,1.1,potato,317,0.2727,0.2549,0.2532,0.37,222.82,2.79,1.3,2.17,2.4,6.31,93.62,0.85,317,2017,682,0.2727,0.2549,0.2532,0.0,1.3
2017-11-14,0.2667,0.39,348.72,2.96,0.3,0.68,-0.28,8.95,89.74,1.35,potato,317,0.2738,0.2611,0.2827,0.72,227.33,5.68,0.0,7.16,-0.11,9.89,87.94,1.1,318,2017,683,0.2738,0.2611,0.2827,0.3,0.0
2017-11-15,0.2629,0.17,233.76,1.3,0.3,0.0,7.57,9.36,97.0,1.6,potato,317,0.2667,0.2727,0.2851,0.39,348.72,2.96,0.3,0.68,-0.28,8.95,89.74,1.35,319,2017,684,0.2667,0.2727,0.2851,0.3,0.3
2017-11-16,0.264,0.17,251.32,1.2,1.5,0.13,7.45,9.86,96.51,1.85,potato,317,0.2629,0.2738,0.2781,0.17,233.76,1.3,0.3,0.0,7.57,9.36,97.0,1.6,320,2017,685,0.2629,0.2738,0.2781,1.5,0.3
2017-11-17,0.2656,0.6,137.81,4.88,0.2,5.73,0.49,10.2,87.17,2.1,potato,317,0.264,0.2667,0.2862,0.17,251.32,1.2,1.5,0.13,7.45,9.86,96.51,1.85,321,2017,686,0.264,0.2667,0.2862,0.2,1.5
2017-11-18,0.2626,0.38,367.48,2.78,4.4,1.05,2.4,8.17,87.12,2.0375,potato,317,0.2656,0.2629,0.2718,0.6,137.81,4.88,0.2,5.73,0.49,10.2,87.17,2.1,322,2017,687,0.2656,0.2629,0.2718,4.4,0.2
2017-11-19,0.2701,0.6,328.0,4.41,2.1,5.4,1.95,9.33,86.63,1.975,potato,317,0.2626,0.264,0.2708,0.38,367.48,2.78,4.4,1.05,2.4,8.17,87.12,2.0375,323,2017,688,0.2626,0.264,0.2708,2.1,4.4
2017-11-20,0.2852,0.1,397.08,0.81,12.4,0.0,3.84,11.18,94.06,1.9125,potato,317,0.2701,0.2656,0.2643,0.6,328.0,4.41,2.1,5.4,1.95,9.33,86.63,1.975,324,2017,689,0.2701,0.2656,0.2643,12.4,2.1
2017-11-21,0.2998,0.1,454.59,0.68,4.1,0.0,9.74,11.91,92.69,1.85,potato,317,0.2852,0.2626,0.2573,0.1,397.08,0.81,12.4,0.0,3.84,11.18,94.06,1.9125,325,2017,690,0.2852,0.2626,0.2573,4.1,12.4
2017-11-22,0.2818,0.58,537.27,3.96,0.0,4.2,9.35,13.12,74.58,1.7875,potato,317,0.2998,0.2701,0.2527,0.1,454.59,0.68,4.1,0.0,9.74,11.91,92.69,1.85,326,2017,691,0.2998,0.2701,0.2527,0.0,4.1
2017-11-23,0.277,0.32,574.55,1.98,10.5,1.69,6.8,15.11,72.23,1.725,potato,317,0.2818,0.2852,0.2492,0.58,537.27,3.96,0.0,4.2,9.35,13.12,74.58,1.7875,327,2017,692,0.2818,0.2852,0.2492,10.5,0.0
2017-11-24,0.2937,0.3,176.14,2.2,2.9,1.62,3.82,9.33,93.27,1.6625,potato,317,0.277,0.2998,0.2457,0.32,574.55,1.98,10.5,1.69,6.8,15.11,72.23,1.725,328,2017,693,0.277,0.2998,0.2457,2.9,10.5
2017-11-25,0.2975,0.39,235.34,3.2,0.6,1.9,0.02,6.72,90.85,1.6,potato,317,0.2937,0.2818,0.2428,0.3,176.14,2.2,2.9,1.62,3.82,9.33,93.27,1.6625,329,2017,694,0.2937,0.2818,0.2428,0.6,2.9
2017-11-26,0.2884,0.33,406.65,2.76,1.0,2.42,1.88,6.8,87.64,1.4,potato,317,0.2975,0.277,0.2405,0.39,235.34,3.2,0.6,1.9,0.02,6.72,90.85,1.6,330,2017,695,0.2975,0.277,0.2405,1.0,0.6
2017-11-27,0.2983,0.1,535.2,0.67,13.2,0.01,3.1,8.16,92.01,1.2,potato,317,0.2884,0.2937,0.2387,0.33,406.65,2.76,1.0,2.42,1.88,6.8,87.64,1.4,331,2017,696,0.2884,0.2937,0.2387,13.2,1.0
2017-11-28,0.302,0.44,349.52,3.1,0.5,3.25,-0.1,7.36,91.48,1.0,potato,317,0.2983,0.2975,0.2364,0.1,535.2,0.67,13.2,0.01,3.1,8.16,92.01,1.2,332,2017,697,0.2983,0.2975,0.2364,0.5,13.2
2017-11-29,0.2915,0.2,163.92,1.43,0.5,0.0,-1.25,3.14,96.35,0.8,potato,317,0.302,0.2884,0.2346,0.44,349.52,3.1,0.5,3.25,-0.1,7.36,91.48,1.0,333,2017,698,0.302,0.2884,0.2346,0.5,0.5
2017-11-30,0.2865,0.26,196.31,2.17,0.3,1.01,0.37,4.95,94.08,0.6,potato,317,0.2915,0.2983,0.2342,0.2,163.92,1.43,0.5,0.0,-1.25,3.14,96.35,0.8,334,2017,699,0.2915,0.2983,0.2342,0.3,0.5
2017-12-01,0.2831,0.22,160.47,1.97,0.0,1.33,-3.25,4.02,94.61,0.4,potato,317,0.2865,0.302,0.2497,0.26,196.31,2.17,0.3,1.01,0.37,4.95,94.08,0.6,335,2017,700,0.2865,0.302,0.2497,0.0,0.3
2017-12-02,0.2805,0.1,191.69,1.07,1.1,0.0,-2.32,-0.37,98.2,0.2,potato,317,0.2831,0.2915,0.2503,0.22,160.47,1.97,0.0,1.33,-3.25,4.02,94.61,0.4,336,2017,701,0.2831,0.2915,0.2503,1.1,0.0
2017-12-03,0.2867,0.1,327.4,0.77,1.9,0.0,-0.69,4.33,97.11,0.0,potato,317,0.2805,0.2865,0.246,0.1,191.69,1.07,1.1,0.0,-2.32,-0.37,98.2,0.2,337,2017,702,0.2805,0.2865,0.246,1.9,1.1
2017-12-04,0.2909,0.26,266.83,2.04,0.1,1.83,2.47,9.03,93.97,0.2375,potato,317,0.2867,0.2831,0.2441,0.1,327.4,0.77,1.9,0.0,-0.69,4.33,97.11,0.0,338,2017,703,0.2867,0.2831,0.2441,0.1,1.9
2017-12-05,0.285,0.1,349.21,0.76,0.0,0.0,3.16,7.22,87.8,0.475,potato,317,0.2909,0.2805,0.2413,0.26,266.83,2.04,0.1,1.83,2.47,9.03,93.97,0.2375,339,2017,704,0.2909,0.2805,0.2413,0.0,0.1
2017-12-06,0.2778,0.17,429.61,1.23,0.0,0.0,6.27,8.52,80.03,0.7125,potato,317,0.285,0.2867,0.2383,0.1,349.21,0.76,0.0,0.0,3.16,7.22,87.8,0.475,340,2017,705,0.285,0.2867,0.2383,0.0,0.0
2017-12-07,0.2796,0.1,627.41,0.88,8.3,0.47,3.43,6.93,84.1,0.95,potato,317,0.2778,0.2909,0.2375,0.17,429.61,1.23,0.0,0.0,6.27,8.52,80.03,0.7125,341,2017,706,0.2778,0.2909,0.2375,8.3,0.0
2017-12-08,0.3126,0.11,420.11,1.32,19.9,1.16,0.01,5.1,89.74,1.1875,potato,317,0.2796,0.285,0.2687,0.1,627.41,0.88,8.3,0.47,3.43,6.93,84.1,0.95,342,2017,707,0.2796,0.285,0.2687,19.9,8.3
2017-12-09,0.3259,0.2,465.17,1.76,8.1,1.22,-0.16,2.68,90.03,1.425,potato,317,0.3126,0.2778,0.2573,0.11,420.11,1.32,19.9,1.16,0.01,5.1,89.74,1.1875,343,2017,708,0.3126,0.2778,0.2573,8.1,19.9
2017-12-10,0.325,0.09,536.0,0.58,13.4,0.0,-0.14,5.43,91.02,1.6625,potato,317,0.3259,0.2796,0.25,0.2,465.17,1.76,8.1,1.22,-0.16,2.68,90.03,1.425,344,2017,709,0.3259,0.2796,0.25,13.4,8.1
