date,VWC5,EV24,FG,Q,rd,SQ,TN,TX,UG,LAI,Crop,BOFEK,VWC5_lag,VWC5_lag3,VWC5_lag40,EV24_lag,FG_lag,Q_lag,rd_lag,SQ_lag,TN_lag,TX_lag,UG_lag,LAI_lag,DOY,year,date_encoded,VWC5_imputed,VWC5_lag_imputed,VWC5_lag3_imputed,VWC5_lag40_imputed,rd_imputed,rd_lag_imputed
2017-01-04,,0.33,475.77,2.68,2.6,2.91,0.78,6.67,83.15,1.4375,grass,409,,,,0.21,468.95,1.89,2.2,1.29,-1.52,5.44,90.72,1.525,4,2017,369,0.3861,0.3272,0.3192,0.314,2.6,2.2
2017-01-05,,0.43,197.01,4.35,0.0,6.37,-6.59,2.34,82.37,1.35,grass,409,,,,0.33,475.77,2.68,2.6,2.91,0.78,6.67,83.15,1.4375,5,2017,370,0.3888,0.3305,0.3228,0.3124,0.0,2.6
2017-01-06,,0.47,199.11,5.29,1.7,6.52,-8.03,-0.74,79.29,1.2625,grass,409,,,,0.43,197.01,4.35,0.0,6.37,-6.59,2.34,82.37,1.35,6,2017,371,0.3913,0.3337,0.3263,0.3108,1.7,0.0
2017-01-07,,0.1,332.55,0.82,1.6,0.01,-2.97,0.89,93.65,1.175,grass,409,,,,0.47,199.11,5.29,1.7,6.52,-8.03,-0.74,79.29,1.2625,7,2017,372,0.3934,0.3367,0.3297,0.3091,1.6,1.7
2017-01-08,,0.19,128.74,1.42,0.0,0.0,0.83,4.72,98.12,1.0875,grass,409,,,,0.1,332.55,0.82,1.6,0.01,-2.97,0.89,93.65,1.175,8,2017,373,0.395,0.3394,0.333,0.3075,0.0,1.6
2017-01-09,,0.18,343.22,1.53,6.3,0.31,2.05,5.64,94.65,1.0,grass,409,,,,0.19,128.74,1.42,0.0,0.0,0.83,4.72,98.12,1.0875,9,2017,374,0.3962,0.3417,0.336,0.3059,6.3,0.0
2017-01-10,0.2927,0.21,290.8,1.68,0.2,1.02,2.13,6.14,94.15,1.0625,grass,409,,,,0.18,343.22,1.53,6.3,0.31,2.05,5.64,94.65,1.0,10,2017,375,0.2927,0.3436,0.3387,0.3043,0.2,6.3
2017-01-11,,0.19,599.97,1.36,0.9,1.03,4.82,9.78,81.69,1.125,grass,409,0.2927,,,0.21,290.8,1.68,0.2,1.02,2.13,6.14,94.15,1.0625,11,2017,376,0.3965,0.2927,0.3411,0.3028,0.9,0.2
2017-01-12,0.6866,0.38,485.87,2.82,28.7,2.14,0.89,7.19,82.24,1.1875,grass,409,,,,0.19,599.97,1.36,0.9,1.03,4.82,9.78,81.69,1.125,12,2017,377,0.6866,0.3459,0.3431,0.3013,28.7,0.9
2017-01-13,0.7387,0.39,487.84,3.39,5.4,3.64,0.06,4.26,88.26,1.25,grass,409,0.6866,0.2927,,0.38,485.87,2.82,28.7,2.14,0.89,7.19,82.24,1.1875,13,2017,378,0.7387,0.6866,0.2927,0.2999,5.4,28.7
2017-01-14,0.4091,0.3,348.93,2.59,5.5,2.33,-0.69,4.15,87.86,1.3125,grass,409,0.7387,,,0.39,487.84,3.39,5.4,3.64,0.06,4.26,88.26,1.25,14,2017,379,0.4091,0.7387,0.3456,0.2985,5.5,5.4
2017-01-15,,0.4,174.97,4.03,0.0,3.88,-3.55,2.81,94.94,1.375,grass,409,0.4091,0.6866,,0.3,348.93,2.59,5.5,2.33,-0.69,4.15,87.86,1.3125,15,2017,380,0.3875,0.4091,0.6866,0.2972,0.0,5.5
2017-01-16,,0.12,158.47,1.22,0.0,0.33,-4.71,-0.39,95.74,1.4375,grass,409,,0.7387,,0.4,174.97,4.03,0.0,3.88,-3.55,2.81,94.94,1.375,16,2017,381,0.3831,0.3436,0.7387,0.2959,0.0,0.0
2017-01-17,,0.47,172.56,4.62,0.0,5.22,-4.98,-0.52,89.02,1.5,grass,409,,0.4091,,0.12,158.47,1.22,0.0,0.33,-4.71,-0.39,95.74,1.4375,17,2017,382,0.3779,0.3415,0.4091,0.2947,0.0,0.0
2017-01-18,,0.29,162.55,2.96,0.0,2.72,-5.6,-1.26,91.59,1.475,grass,409,,,,0.47,172.56,4.62,0.0,5.22,-4.98,-0.52,89.02,1.5,18,2017,383,0.3718,0.3388,0.3436,0.2935,0.0,0.0
2017-01-19,,0.6,117.94,6.22,0.0,7.0,-6.4,2.78,82.93,1.45,grass,409,,,,0.29,162.55,2.96,0.0,2.72,-5.6,-1.26,91.59,1.475,19,2017,384,0.3649,0.3355,0.3415,0.2924,0.0,0.0
2017-01-20,,0.5,157.29,4.7,0.0,6.3,-6.81,3.76,74.18,1.425,grass,409,,,,0.6,117.94,6.22,0.0,7.0,-6.4,2.78,82.93,1.45,20,2017,385,0.3573,0.3318,0.3388,0.2914,0.0,0.0
2017-01-21,,0.57,199.56,5.56,0.0,7.54,-5.62,4.18,82.1,1.4,grass,409,,,,0.5,157.29,4.7,0.0,6.3,-6.81,3.76,74.18,1.425,21,2017,386,0.349,0.3275,0.3356,0.2905,0.0,0.0
2017-01-22,,0.56,70.05,5.99,0.0,7.38,-8.59,3.08,85.48,1.375,grass,409,,,,0.57,199.56,5.56,0.0,7.54,-5.62,4.18,82.1,1.4,22,2017,387,0.3402,0.3229,0.3318,0.2897,0.0,0.0
2017-01-23,,0.18,147.39,1.59,0.6,0.08,-4.66,1.21,89.42,1.35,grass,409,,,,0.56,70.05,5.99,0.0,7.38,-8.59,3.08,85.48,1.375,23,2017,388,0.3309,0.3179,0.3276,0.289,0.6,0.0
2017-01-24,,0.18,139.91,1.59,0.0,0.0,-0.35,1.65,96.58,1.325,grass,409,,,,0.18,147.39,1.59,0.6,0.08,-4.66,1.21,89.42,1.35,24,2017,389,0.3211,0.3126,0.323,0.2885,0.0,0.6
2017-01-25,,0.29,193.45,2.92,0.0,2.4,-5.16,-0.1,84.92,1.3,grass,409,,,,0.18,139.91,1.59,0.0,0.0,-0.35,1.65,96.58,1.325,25,2017,390,0.3111,0.3071,0.3179,0.2881,0.0,0.0
2017-01-26,0.1031,0.6,229.94,6.25,0.0,7.51,-5.64,1.37,77.87,1.1625,grass,409,,,,0.29,193.45,2.92,0.0,2.4,-5.16,-0.1,84.92,1.3,26,2017,391,0.1031,0.3014,0.3126,0.288,0.0,0.0
2017-01-27,0.0636,0.5,294.74,4.01,0.0,4.99,-4.82,6.4,69.98,1.025,grass,409,0.1031,,,0.6,229.94,6.25,0.0,7.51,-5.64,1.37,77.87,1.1625,27,2017,392,0.0636,0.1031,0.3071,0.2881,0.0,0.0
2017-01-28,0.1341,0.5,307.03,4.18,0.8,3.99,1.17,9.37,69.29,0.8875,grass,409,0.0636,,,0.5,294.74,4.01,0.0,4.99,-4.82,6.4,69.98,1.025,28,2017,393,0.1341,0.0636,0.3014,0.2885,0.8,0.0
2017-01-29,0.2525,0.43,381.95,3.4,8.3,2.82,2.9,7.07,87.47,0.75,grass,409,0.1341,0.1031,,0.5,307.03,4.18,0.8,3.99,1.17,9.37,69.29,0.8875,29,2017,394,0.2525,0.1341,0.1031,0.2891,8.3,0.8
2017-01-30,0.3646,0.13,367.48,1.11,1.0,0.06,2.46,7.52,93.94,0.6125,grass,409,0.2525,0.0636,,0.43,381.95,3.4,8.3,2.82,2.9,7.07,87.47,0.75,30,2017,395,0.3646,0.2525,0.0636,0.2901,1.0,8.3
2017-01-31,0.1035,0.22,153.99,1.79,0.0,0.45,2.19,4.63,87.37,0.475,grass,409,0.3646,0.1341,0.1291,0.13,367.48,1.11,1.0,0.06,2.46,7.52,93.94,0.6125,31,2017,396,0.1035,0.3646,0.1341,0.1291,0.0,1.0
2017-02-01,0.0624,0.43,350.16,3.59,1.1,2.25,-0.01,5.97,83.94,0.3375,grass,409,0.1035,0.2525,,0.22,153.99,1.79,0.0,0.45,2.19,4.63,87.37,0.475,32,2017,397,0.0624,0.1035,0.2525,0.293,1.1,0.0
2017-02-02,0.0512,0.7,346.99,4.98,0.7,4.4,4.98,12.46,84.55,0.2,grass,409,0.0624,0.3646,,0.43,350.16,3.59,1.1,2.25,-0.01,5.97,83.94,0.3375,33,2017,398,0.0512,0.0624,0.3646,0.2949,0.7,1.1
2017-02-03,0.0449,0.44,305.88,3.07,0.4,1.12,5.51,11.57,83.25,0.25,grass,409,0.0512,0.1035,,0.7,346.99,4.98,0.7,4.4,4.98,12.46,84.55,0.2,34,2017,399,0.0449,0.0512,0.1035,0.2971,0.4,0.7
2017-02-04,0.0774,0.33,286.86,2.57,6.3,0.71,2.87,7.8,90.23,0.3,grass,409,0.0449,0.0624,,0.44,305.88,3.07,0.4,1.12,5.51,11.57,83.25,0.25,35,2017,400,0.0774,0.0449,0.0624,0.2997,6.3,0.4
2017-02-05,0.0791,0.7,232.14,5.59,0.0,5.83,0.93,8.78,88.0,0.35,grass,409,0.0774,0.0512,,0.33,286.86,2.57,6.3,0.71,2.87,7.8,90.23,0.3,36,2017,401,0.0791,0.0774,0.0512,0.3026,0.0,6.3
2017-02-06,0.0552,0.44,157.18,3.76,0.2,1.69,-0.02,7.35,87.38,0.4,grass,409,0.0791,0.0449,,0.7,232.14,5.59,0.0,5.83,0.93,8.78,88.0,0.35,37,2017,402,0.0552,0.0791,0.0449,0.3057,0.2,0.0
2017-02-07,0.1,0.19,336.84,1.54,3.5,0.0,1.68,4.33,93.17,0.45,grass,409,0.0552,0.0774,,0.44,157.18,3.76,0.2,1.69,-0.02,7.35,87.38,0.4,38,2017,403,0.1,0.0552,0.0774,0.3091,3.5,0.2
2017-02-08,0.0878,0.2,358.78,1.75,0.0,0.0,-0.57,2.19,90.22,0.5,grass,409,0.1,0.0791,,0.19,336.84,1.54,3.5,0.0,1.68,4.33,93.17,0.45,39,2017,404,0.0878,0.1,0.0791,0.3127,0.0,3.5
2017-02-09,0.0524,0.26,358.24,2.28,0.0,0.3,-3.03,0.41,82.8,0.55,grass,409,0.0878,0.0552,,0.2,358.78,1.75,0.0,0.0,-0.57,2.19,90.22,0.5,40,2017,405,0.0524,0.0878,0.0552,0.3165,0.0,0.0
2017-02-10,0.0256,0.16,345.5,1.56,1.6,0.0,-3.63,-0.51,83.04,0.6,grass,409,0.0524,0.1,,0.26,358.24,2.28,0.0,0.3,-3.03,0.41,82.8,0.55,41,2017,406,0.0256,0.0524,0.1,0.3204,1.6,0.0
2017-02-11,0.0856,0.22,314.42,2.11,7.6,0.24,-1.59,1.37,90.78,0.5375,grass,409,0.0256,0.0878,,0.16,345.5,1.56,1.6,0.0,-3.63,-0.51,83.04,0.6,42,2017,407,0.0856,0.0256,0.0878,0.3243,7.6,1.6
2017-02-12,0.0929,0.54,421.26,4.37,0.0,3.04,-0.11,4.64,85.76,0.475,grass,409,0.0856,0.0524,,0.22,314.42,2.11,7.6,0.24,-1.59,1.37,90.78,0.5375,43,2017,408,0.0929,0.0856,0.0524,0.3282,0.0,7.6
2017-02-13,0.0668,0.99,455.33,8.35,0.0,8.73,-1.13,8.15,75.17,0.4125,grass,409,0.0929,0.0256,,0.54,421.26,4.37,0.0,3.04,-0.11,4.64,85.76,0.475,44,2017,409,0.0668,0.0929,0.0256,0.332,0.0,0.0
2017-02-14,0.0534,1.02,267.33,8.59,0.0,8.76,-1.48,9.81,70.15,0.35,grass,409,0.0668,0.0856,,0.99,455.33,8.35,0.0,8.73,-1.13,8.15,75.17,0.4125,45,2017,410,0.0534,0.0668,0.0856,0.3356,0.0,0.0
2017-02-15,0.0452,1.08,204.6,8.41,0.1,8.31,-1.2,14.83,73.82,0.2875,grass,409,0.0534,0.0929,,1.02,267.33,8.59,0.0,8.76,-1.48,9.81,70.15,0.35,46,2017,411,0.0452,0.0534,0.0929,0.3391,0.1,0.0
2017-02-16,0.0316,0.62,272.94,4.66,0.7,2.76,3.19,10.62,90.67,0.225,grass,409,0.0452,0.0668,,1.08,204.6,8.41,0.1,8.31,-1.2,14.83,73.82,0.2875,47,2017,412,0.0316,0.0452,0.0668,0.3422,0.7,0.1
2017-02-17,0.0345,0.36,292.62,2.82,0.4,0.66,2.96,9.12,92.17,0.1625,grass,409,0.0316,0.0534,,0.62,272.94,4.66,0.7,2.76,3.19,10.62,90.67,0.225,48,2017,413,0.0345,0.0316,0.0534,0.345,0.4,0.7
2017-02-18,0.0276,0.8,158.71,6.2,0.0,3.96,1.26,10.48,84.39,0.1,grass,409,0.0345,0.0452,,0.36,292.62,2.82,0.4,0.66,2.96,9.12,92.17,0.1625,49,2017,414,0.0276,0.0345,0.0452,0.3473,0.0,0.4
2017-02-19,0.0326,0.26,319.17,2.03,1.0,0.26,0.88,7.73,91.72,0.1625,grass,409,0.0276,0.0316,0.2927,0.8,158.71,6.2,0.0,3.96,1.26,10.48,84.39,0.1,50,2017,415,0.0326,0.0276,0.0316,0.2927,1.0,0.0
2017-02-20,0.0575,0.22,485.12,1.58,6.1,0.02,6.75,11.08,95.13,0.225,grass,409,0.0326,0.0345,,0.26,319.17,2.03,1.0,0.26,0.88,7.73,91.72,0.1625,51,2017,416,0.0575,0.0326,0.0345,0.3503,6.1,1.0
2017-02-21,0.0586,1.15,403.15,8.12,4.0,6.33,7.5,12.15,83.33,0.2875,grass,409,0.0575,0.0276,0.6866,0.22,485.12,1.58,6.1,0.02,6.75,11.08,95.13,0.225,52,2017,417,0.0586,0.0575,0.0276,0.6866,4.0,6.1
2017-02-22,0.2262,0.19,642.62,1.23,30.3,0.0,8.33,11.14,91.67,0.35,grass,409,0.0586,0.0326,0.7387,1.15,403.15,8.12,4.0,6.33,7.5,12.15,83.33,0.2875,53,2017,418,0.2262,0.0586,0.0326,0.7387,30.3,4.0
2017-02-23,0.4316,0.37,839.95,2.43,7.0,0.94,4.04,10.84,83.82,0.4125,grass,409,0.2262,0.0575,0.4091,0.19,642.62,1.23,30.3,0.0,8.33,11.14,91.67,0.35,54,2017,419,0.4316,0.2262,0.0575,0.4091,7.0,30.3
2017-02-24,0.393,0.86,344.07,6.98,0.4,5.69,-1.48,8.04,80.74,0.475,grass,409,0.4316,0.0586,,0.37,839.95,2.43,7.0,0.94,4.04,10.84,83.82,0.4125,55,2017,420,0.393,0.4316,0.0586,0.3482,0.4,7.0
2017-02-25,,0.58,463.32,4.66,0.9,2.82,-0.18,8.1,77.95,0.5375,grass,409,0.393,0.2262,,0.86,344.07,6.98,0.4,5.69,-1.48,8.04,80.74,0.475,56,2017,421,0.2771,0.393,0.2262,0.3458,0.9,0.4
2017-02-26,,0.41,520.3,2.83,0.1,0.07,6.48,10.6,81.61,0.6,grass,409,,0.4316,,0.58,463.32,4.66,0.9,2.82,-0.18,8.1,77.95,0.5375,57,2017,422,0.2883,0.3106,0.4316,0.3428,0.1,0.9
2017-02-27,0.338,0.43,606.06,3.19,7.0,0.42,5.64,11.93,75.46,0.6125,grass,409,,0.393,,0.41,520.3,2.83,0.1,0.07,6.48,10.6,81.61,0.6,58,2017,423,0.338,0.3173,0.393,0.339,7.0,0.1
2017-02-28,0.2117,0.6,577.44,4.8,5.6,1.75,1.84,8.99,79.78,0.625,grass,409,0.338,,,0.43,606.06,3.19,7.0,0.42,5.64,11.93,75.46,0.6125,59,2017,424,0.2117,0.338,0.3116,0.3345,5.6,7.0
2017-03-01,0.325,0.74,385.11,5.83,3.6,2.43,2.32,9.4,86.57,0.6375,grass,409,0.2117,,,0.6,577.44,4.8,5.6,1.75,1.84,8.99,79.78,0.625,60,2017,425,0.325,0.2117,0.3184,0.3294,3.6,5.6
2017-03-02,0.1518,0.49,619.7,3.66,1.5,0.82,3.17,8.28,75.17,0.65,grass,409,0.325,0.338,,0.74,385.11,5.83,3.6,2.43,2.32,9.4,86.57,0.6375,61,2017,426,0.1518,0.325,0.338,0.3238,1.5,3.6
2017-03-03,,0.69,314.35,5.2,0.5,1.9,0.64,10.05,73.79,0.6625,grass,409,0.1518,0.2117,,0.49,619.7,3.66,1.5,0.82,3.17,8.28,75.17,0.65,62,2017,427,0.337,0.1518,0.2117,0.3176,0.5,1.5
2017-03-04,0.5578,0.75,298.52,5.08,11.8,0.91,6.04,14.27,78.31,0.675,grass,409,,0.325,,0.69,314.35,5.2,0.5,1.9,0.64,10.05,73.79,0.6625,63,2017,428,0.5578,0.3469,0.325,0.311,11.8,0.5
2017-03-05,0.4095,1.01,499.15,7.47,8.1,4.37,4.54,10.86,82.45,0.6875,grass,409,0.5578,0.1518,,0.75,298.52,5.08,11.8,0.91,6.04,14.27,78.31,0.675,64,2017,429,0.4095,0.5578,0.1518,0.304,8.1,11.8
2017-03-06,0.4792,0.68,225.17,5.2,2.1,2.11,3.77,8.76,88.45,0.7,grass,409,0.4095,,,1.01,499.15,7.47,8.1,4.37,4.54,10.86,82.45,0.6875,65,2017,430,0.4792,0.4095,0.3484,0.2968,2.1,8.1
2017-03-07,0.06,0.67,219.02,5.13,2.5,2.1,0.83,9.75,87.59,0.7125,grass,409,0.4792,0.5578,0.1031,0.68,225.17,5.2,2.1,2.11,3.77,8.76,88.45,0.7,66,2017,431,0.06,0.4792,0.5578,0.1031,2.5,2.1
2017-03-08,0.6354,0.2,382.7,1.61,15.0,0.01,1.21,10.26,93.51,0.725,grass,409,0.06,0.4095,0.0636,0.67,219.02,5.13,2.5,2.1,0.83,9.75,87.59,0.7125,67,2017,432,0.6354,0.06,0.4095,0.0636,15.0,2.5
2017-03-09,0.3753,0.72,387.21,5.18,0.4,2.73,3.87,13.13,85.69,0.7375,grass,409,0.6354,0.4792,0.1341,0.2,382.7,1.61,15.0,0.01,1.21,10.26,93.51,0.725,68,2017,433,0.3753,0.6354,0.4792,0.1341,0.4,15.0
2017-03-10,,1.66,142.21,12.4,0.0,8.69,-0.25,11.93,78.05,0.75,grass,409,0.3753,0.06,0.2525,0.72,387.21,5.18,0.4,2.73,3.87,13.13,85.69,0.7375,69,2017,434,0.3715,0.3753,0.06,0.2525,0.0,0.4
2017-03-11,,1.26,178.68,9.24,0.0,5.88,1.45,12.92,69.89,0.7625,grass,409,,0.6354,0.3646,1.66,142.21,12.4,0.0,8.69,-0.25,11.93,78.05,0.75,70,2017,435,0.373,0.3661,0.6354,0.3646,0.0,0.0
2017-03-12,,1.9,293.49,13.44,0.0,9.25,2.97,14.89,60.36,0.775,grass,409,,0.3753,0.1035,1.26,178.68,9.24,0.0,5.88,1.45,12.92,69.89,0.7625,71,2017,436,0.3739,0.3661,0.3753,0.1035,0.0,0.0
2017-03-13,,1.39,201.1,10.28,0.0,5.69,0.54,14.87,73.34,0.7875,grass,409,,,0.0624,1.9,293.49,13.44,0.0,9.25,2.97,14.89,60.36,0.775,72,2017,437,0.374,0.3654,0.3676,0.0624,0.0,0.0
2017-03-14,,1.72,332.99,12.19,0.0,6.83,3.08,15.99,82.06,0.8,grass,409,,,0.0512,1.39,201.1,10.28,0.0,5.69,0.54,14.87,73.34,0.7875,73,2017,438,0.3735,0.364,0.3676,0.0512,0.0,0.0
2017-03-15,,1.83,173.93,13.04,0.0,7.18,1.72,14.78,77.28,0.9125,grass,409,,,0.0449,1.72,332.99,12.19,0.0,6.83,3.08,15.99,82.06,0.8,74,2017,439,0.3725,0.362,0.3669,0.0449,0.0,0.0
2017-03-16,,2.08,208.27,14.65,0.0,10.63,-0.04,17.14,74.73,1.025,grass,409,,,0.0774,1.83,173.93,13.04,0.0,7.18,1.72,14.78,77.28,0.9125,75,2017,440,0.371,0.3593,0.3654,0.0774,0.0,0.0
2017-03-17,,1.23,476.0,8.6,8.6,4.26,6.05,10.78,67.82,1.1375,grass,409,,,0.0791,2.08,208.27,14.65,0.0,10.63,-0.04,17.14,74.73,1.025,76,2017,441,0.3691,0.356,0.3633,0.0791,8.6,0.0
2017-03-18,0.4165,0.5,466.37,3.3,9.1,0.11,6.54,12.61,93.01,1.25,grass,409,,,0.0552,1.23,476.0,8.6,8.6,4.26,6.05,10.78,67.82,1.1375,77,2017,442,0.4165,0.352,0.3606,0.0552,9.1,8.6
2017-03-19,0.3641,0.53,592.45,3.42,1.4,0.22,9.4,12.89,86.11,1.3625,grass,409,0.4165,,0.1,0.5,466.37,3.3,9.1,0.11,6.54,12.61,93.01,1.25,78,2017,443,0.3641,0.4165,0.3572,0.1,1.4,9.1
2017-03-20,0.1335,0.5,605.5,3.37,3.8,0.06,9.1,11.92,87.32,1.475,grass,409,0.3641,,0.0878,0.53,592.45,3.42,1.4,0.22,9.4,12.89,86.11,1.3625,79,2017,444,0.1335,0.3641,0.3532,0.0878,3.8,1.4
2017-03-21,0.4051,1.59,403.64,11.78,0.3,6.92,1.62,10.93,72.69,1.5875,grass,409,0.1335,0.4165,0.0524,0.5,605.5,3.37,3.8,0.06,9.1,11.92,87.32,1.475,80,2017,445,0.4051,0.1335,0.4165,0.0524,0.3,3.8
2017-03-22,,1.97,276.79,14.95,0.0,9.11,-0.8,12.42,67.7,1.7,grass,409,0.4051,0.3641,0.0256,1.59,403.64,11.78,0.3,6.92,1.62,10.93,72.69,1.5875,81,2017,446,0.3544,0.4051,0.3641,0.0256,0.0,0.3
2017-03-23,,2.24,376.04,15.91,0.0,9.65,1.41,14.25,72.31,1.65,grass,409,,0.1335,0.0856,1.97,276.79,14.95,0.0,9.11,-0.8,12.42,67.7,1.7,82,2017,447,0.3507,0.3252,0.1335,0.0856,0.0,0.0
2017-03-24,,2.23,431.67,15.62,0.0,9.68,4.02,13.99,68.66,1.6,grass,409,,0.4051,0.0929,2.24,376.04,15.91,0.0,9.65,1.41,14.25,72.31,1.65,83,2017,448,0.3467,0.3188,0.4051,0.0929,0.0,0.0
2017-03-25,,2.41,419.94,17.14,0.0,10.96,1.91,15.24,58.08,1.55,grass,409,,,0.0668,2.23,431.67,15.62,0.0,9.68,4.02,13.99,68.66,1.6,84,2017,449,0.3425,0.3121,0.3258,0.0668,0.0,0.0
2017-03-26,,2.17,315.12,15.33,0.0,7.84,2.79,14.21,75.37,1.5,grass,409,,,0.0534,2.41,419.94,17.14,0.0,10.96,1.91,15.24,58.08,1.55,85,2017,450,0.3382,0.3053,0.3192,0.0534,0.0,0.0
2017-03-27,,2.66,230.08,18.36,0.0,11.62,1.69,17.74,62.67,1.45,grass,409,,,0.0452,2.17,315.12,15.33,0.0,7.84,2.79,14.21,75.37,1.5,86,2017,451,0.3336,0.2984,0.3124,0.0452,0.0,0.0
2017-03-28,,2.63,238.56,17.23,0.0,11.25,1.32,19.75,64.59,1.4,grass,409,,,0.0316,2.66,230.08,18.36,0.0,11.62,1.69,17.74,62.67,1.45,87,2017,452,0.329,0.2915,0.3054,0.0316,0.0,0.0
2017-03-29,,1.02,390.36,6.55,0.0,1.33,8.67,15.94,77.54,1.35,grass,409,,,0.0345,2.63,238.56,17.23,0.0,11.25,1.32,19.75,64.59,1.4,88,2017,453,0.3242,0.2847,0.2984,0.0345,0.0,0.0
2017-03-30,,2.61,324.77,15.51,0.0,8.17,10.82,22.11,63.61,1.3,grass,409,,,0.0276,1.02,390.36,6.55,0.0,1.33,8.67,15.94,77.54,1.35,89,2017,454,0.3193,0.2781,0.2914,0.0276,0.0,0.0
2017-03-31,,2.37,312.33,14.18,0.0,6.38,9.07,23.26,67.52,1.3,grass,409,,,0.0326,2.61,324.77,15.51,0.0,8.17,10.82,22.11,63.61,1.3,90,2017,455,0.3143,0.2717,0.2844,0.0326,0.0,0.0
2017-04-01,,0.98,190.81,6.45,1.8,0.72,7.23,14.75,88.82,1.3,grass,409,,,0.0575,2.37,312.33,14.18,0.0,6.38,9.07,23.26,67.52,1.3,91,2017,456,0.3094,0.2655,0.2776,0.0575,1.8,0.0
2017-04-02,,2.38,226.7,16.01,0.0,8.81,5.11,17.73,81.34,1.3,grass,409,,,0.0586,0.98,190.81,6.45,1.8,0.72,7.23,14.75,88.82,1.3,92,2017,457,0.3045,0.2597,0.2709,0.0586,0.0,1.8
2017-04-03,,1.83,117.16,13.02,0.0,5.71,3.51,15.13,84.63,1.3,grass,409,,,0.2262,2.38,226.7,16.01,0.0,8.81,5.11,17.73,81.34,1.3,93,2017,458,0.2998,0.2543,0.2646,0.2262,0.0,0.0
2017-04-04,,2.15,151.27,14.67,0.0,8.42,2.06,17.0,72.32,1.3,grass,409,,,0.4316,1.83,117.16,13.02,0.0,5.71,3.51,15.13,84.63,1.3,94,2017,459,0.2952,0.2493,0.2587,0.4316,0.0,0.0
2017-04-05,0.1796,1.53,319.42,10.86,0.1,1.98,4.37,13.92,78.46,1.3,grass,409,,,0.393,2.15,151.27,14.67,0.0,8.42,2.06,17.0,72.32,1.3,95,2017,460,0.1796,0.2448,0.2531,0.393,0.1,0.0
2017-04-06,0.1756,1.07,256.01,7.76,0.1,1.78,2.9,11.09,77.65,1.3,grass,409,0.1796,,,1.53,319.42,10.86,0.1,1.98,4.37,13.92,78.46,1.3,96,2017,461,0.1756,0.1796,0.248,0.3049,0.1,0.1
2017-04-07,0.166,1.21,250.75,8.38,0.0,1.49,2.43,14.13,74.99,1.3,grass,409,0.1756,,,1.07,256.01,7.76,0.1,1.78,2.9,11.09,77.65,1.3,97,2017,462,0.166,0.1756,0.2434,0.3134,0.0,0.1
2017-04-08,0.1675,1.93,123.87,13.32,0.0,4.99,3.21,14.82,72.77,1.575,grass,409,0.166,0.1796,0.338,1.21,250.75,8.38,0.0,1.49,2.43,14.13,74.99,1.3,98,2017,463,0.1675,0.166,0.1796,0.338,0.0,0.0
2017-04-09,0.1669,3.22,139.56,20.77,0.0,11.94,0.85,22.46,65.01,1.85,grass,409,0.1675,0.1756,0.2117,1.93,123.87,13.32,0.0,4.99,3.21,14.82,72.77,1.575,99,2017,464,0.1669,0.1675,0.1756,0.2117,0.0,0.0
2017-04-10,0.1657,1.77,356.02,12.3,0.0,4.53,3.54,14.54,69.23,2.125,grass,409,0.1669,0.166,0.325,3.22,139.56,20.77,0.0,11.94,0.85,22.46,65.01,1.85,100,2017,465,0.1657,0.1669,0.166,0.325,0.0,0.0
2017-04-11,0.1647,1.89,310.11,13.34,0.0,6.06,1.29,15.24,71.76,2.4,grass,409,0.1657,0.1675,0.1518,1.77,356.02,12.3,0.0,4.53,3.54,14.54,69.23,2.125,101,2017,466,0.1647,0.1657,0.1675,0.1518,0.0,0.0
2017-04-12,0.163,0.94,470.48,6.58,1.5,0.38,6.38,12.57,79.66,2.675,grass,409,0.1647,0.1669,,1.89,310.11,13.34,0.0,6.06,1.29,15.24,71.76,2.4,102,2017,467,0.163,0.1647,0.1669,0.3497,1.5,0.0
2017-04-13,0.1647,1.87,349.12,13.21,0.0,5.1,1.39,13.64,76.49,2.95,grass,409,0.163,0.1657,0.5578,0.94,470.48,6.58,1.5,0.38,6.38,12.57,79.66,2.675,103,2017,468,0.1647,0.163,0.1657,0.5578,0.0,1.5
2017-04-14,0.1628,0.74,276.6,5.32,1.2,0.45,1.96,11.95,76.73,3.225,grass,409,0.1647,0.1647,0.4095,1.87,349.12,13.21,0.0,5.1,1.39,13.64,76.49,2.95,104,2017,469,0.1628,0.1647,0.1647,0.4095,1.2,0.0
2017-04-15,0.1646,1.65,452.77,11.47,0.6,4.25,4.54,12.97,72.33,3.5,grass,409,0.1628,0.163,0.4792,0.74,276.6,5.32,1.2,0.45,1.96,11.95,76.73,3.225,105,2017,470,0.1646,0.1628,0.163,0.4792,0.6,1.2
2017-04-16,0.1876,1.47,309.08,10.7,15.1,3.25,3.5,11.12,74.5,3.2875,grass,409,0.1646,0.1647,0.06,1.65,452.77,11.47,0.6,4.25,4.54,12.97,72.33,3.5,106,2017,471,0.1876,0.1646,0.1647,0.06,15.1,0.6
2017-04-17,0.3174,2.12,370.54,16.18,0.4,7.3,0.67,11.73,75.51,3.075,grass,409,0.1876,0.1628,0.6354,1.47,309.08,10.7,15.1,3.25,3.5,11.12,74.5,3.2875,107,2017,472,0.3174,0.1876,0.1628,0.6354,0.4,15.1
